stress,strain,time
257.5606390435231,0.27710831750000003,28.81875
257.55824700550625,0.277108264,28.8375
257.5558659693525,0.2771082105,28.85625
257.55349588333934,0.277108157,28.875
257.5511366960603,0.27710810350000004,28.89375
257.54878835630166,0.27710805000000005,28.9125
257.5464508131633,0.27710799650000006,28.93125
257.54411768480225,0.277107943,28.95
257.54178894142296,0.27710788537500003,28.96875
257.5394708846486,0.27710782775000004,28.987499999999997
257.5371634642867,0.27710777012500004,29.006249999999998
257.534866630331,0.2771077125,29.025
257.5325803330835,0.277107654875,29.04375
257.5303045230308,0.27710759725,29.0625
257.5280391509655,0.277107539625,29.081249999999997
257.5258501651295,0.277107482,29.099999999999998
257.5237373003881,0.277107467375,29.11875
257.52163429565576,0.27710745275,29.1375
257.5195411045978,0.277107438125,29.15625
257.5174576811695,0.27710742349999995,29.174999999999997
257.5153839794944,0.27710740887499996,29.193749999999998
257.51331995386266,0.27710739424999997,29.2125
257.51126555885196,0.277107379625,29.23125
257.5092172958833,0.277107365,29.25
257.50717513125363,0.277107348125,29.26875
257.5051424847392,0.27710733125000003,29.2875
257.50311931168363,0.277107314375,29.30625
257.50110556759216,0.27710729749999996,29.325
257.4991012081055,0.277107280625,29.34375
257.49710618921887,0.27710726375,29.362499999999997
257.49512046706127,0.277107246875,29.381249999999998
257.49312960897976,0.27710723,29.4
257.4911336186955,0.27710720375,29.41875
257.48914688882735,0.27710717749999997,29.4375
257.4871693758808,0.27710715124999996,29.45625
257.48520103654096,0.277107125,29.475
257.4832418277703,0.27710709875,29.49375
257.48129170668375,0.2771070725,29.5125
257.47935063054973,0.27710704625,29.53125
257.47749299568886,0.27710702,29.55
257.475718515837,0.27710704225,29.56875
257.4739524673681,0.2771070645,29.5875
257.472194810682,0.27710708675,29.60625
